359.94,0.0,25141.0
359.94,0.0,25556.0
359.94,0.0,25970.0
359.94,0.0,26384.0
359.94,0.0,26800.0
359.94,0.0,27213.0
359.94,0.0,27629.0
359.94,0.0,28045.0
359.94,0.0,28461.0
359.94,-0.0,2887.0
3.31,0.16,29288.0
12.19,0.0,29702.0
11.19,-0.08,30115.0
1.5,-0.21,30529.0
344.5,-0.17,3094.0
339.0,0.17,31356.0
351.31,-0.0,3177.0
350.25,0.09,32188.0
359.31,0.12,32602.0
8.44,0.04,33017.0
6.31,-0.02,33431.0
4.56,0.03,33845.0
2.44,8.86,34256.0
335.63,-2.95,3467.0
195.63,-0.48,3508.0
152.19,-0.65,3550.0
102.31,-0.27,3591.0
83.25,-0.26,36329.0
58.56,-0.35,36743.0
36.69,0.04,37156.0
41.19,-0.01,37572.0
31.31,-0.21,37986.0
16.0,0.08,38400.0
29.69,0.25,38813.0
41.94,-0.03,39227.0
34.31,-0.28,39643.0
8.94,-0.23,40056.0
352.94,-0.1,4047.0
347.19,-0.06,4088.0
339.88,-0.18,4129.0
326.88,-0.19,4171.0
315.5,-0.02,4212.0
309.94,-0.25,4254.0
281.63,-0.55,4295.0
238.25,-0.43,4337.0
223.25,0.13,43784.0
224.63,-0.1,4419.0
217.94,-0.1,4461.0
207.81,-0.16,4503.0
197.13,-0.07,4544.0
187.19,-0.3,4585.0
158.25,-0.28,4629.0
137.56,-0.25,4671.0
114.94,-0.36,4712.0
85.19,-0.39,47538.0
51.19,-0.48,47953.0
11.06,-0.52,48367.0
332.44,-0.31,4878.0
308.94,-0.2,4919.0
293.0,-0.13,4961.0
283.38,-0.04,5002.0
282.44,-0.04,5044.0
272.81,-0.43,5085.0
233.88,-0.59,5126.0
190.5,-0.43,5168.0
157.88,-0.31,5209.0
136.75,-0.06,5251.0
133.56,0.07,52928.0
138.75,-0.02,5334.0
132.5,-0.25,5375.0
110.19,-0.26,5416.0
92.75,-0.27,54583.0
66.81,-0.46,54999.0
27.81,-0.38,55414.0
351.13,-0.77,5582.0
283.5,-0.84,5624.0
214.75,-0.93,5665.0
137.19,-0.83,5707.0
64.75,-1.03,57485.0
341.5,-0.91,5790.0
259.75,-1.15,5831.0
172.44,-0.99,5872.0
85.75,-1.07,59144.0
4.5,-1.08,59555.0
271.56,-1.1,5997.0
187.81,-1.09,6038.0
99.19,-0.95,60801.0
24.94,-0.91,61216.0
309.81,-0.8,6163.0
241.81,-1.03,6204.0
162.63,-0.75,6245.0
96.13,-1.01,62873.0
13.06,-0.89,63287.0
297.44,-1.08,6370.0
212.81,-0.91,6411.0
139.19,-0.95,6453.0
65.31,-0.9,64946.0
351.56,-0.87,6536.0
283.0,-0.72,6577.0
230.56,-0.35,6618.0
209.38,0.34,66603.0
246.25,0.69,67016.0
305.38,0.78,67432.0
9.0,0.62,67846.0
57.63,0.58,68259.0
106.63,0.59,68675.0
153.5,0.54,69089.0
201.81,0.75,69502.0
266.38,0.82,69918.0
328.31,0.76,70332.0
32.0,0.92,70748.0
104.69,0.71,71161.0
161.56,0.74,71575.0
220.38,0.69,71991.0
272.31,0.66,72407.0
331.56,-8.29,7282.0
36.44,0.72,73236.0
92.56,0.7,73650.0
149.31,0.69,74063.0
202.44,0.5,74477.0
241.5,0.51,74891.0
286.63,0.62,75304.0
334.0,0.45,75720.0
11.44,0.62,76136.0
63.44,0.66,76550.0
115.5,0.53,76963.0
159.44,0.59,77379.0
209.88,0.62,77793.0
260.06,0.55,78206.0
307.13,0.69,78622.0
6.81,0.78,79036.0
69.88,0.64,79452.0
119.69,0.69,79865.0
178.31,0.81,80279.0
241.63,0.75,80695.0
300.06,0.66,81108.0
354.0,0.69,81522.0
47.44,0.58,81936.0
93.31,0.53,82350.0
138.44,0.62,82763.0
190.63,0.6,83179.0
238.56,0.49,83595.0
278.19,0.56,84008.0
325.06,0.6,84422.0
14.0,0.51,84838.0
51.25,0.33,85252.0
77.38,0.33,85665.0
102.06,0.15,86081.0
105.31,-0.37,8649.0
69.56,-0.55,86910.0
19.5,-0.82,87324.0
309.63,-0.83,8774.0
248.69,-0.79,8815.0
180.31,-0.91,8856.0
110.56,-0.71,8898.0
52.25,-0.9,89399.0
336.44,-1.02,8981.0
258.25,-0.77,9022.0
198.06,-0.71,9064.0
144.81,-0.62,9105.0
88.44,-0.9,91471.0
16.88,-0.83,91885.0
315.69,-0.76,9229.0
247.94,-0.94,9271.0
171.63,-0.74,9312.0
114.56,-0.84,9354.0
40.69,-0.95,93960.0
327.25,-0.79,9437.0
257.75,-1.09,9478.0
172.44,-0.89,9520.0
103.63,-0.86,9561.0
27.81,-0.88,96034.0
318.0,-0.93,9644.0
237.19,-0.95,9686.0
164.94,-0.83,9728.0
93.5,-1.03,97693.0
16.63,-0.72,98107.0
314.94,-0.94,9852.0
239.0,-0.78,9893.0
180.13,-0.76,9935.0
113.25,-0.8,9976.0
47.63,-0.74,10017.0
348.19,-0.74,1005.0
291.69,-0.49,1010.0
258.88,-0.01,1014.0
272.63,0.39,10183.0
311.75,0.67,10225.0
10.06,0.75,102670.0
69.38,0.67,103084.0
118.38,0.7,10349.0
180.75,0.94,10391.0
257.44,0.93,10432.0
330.69,0.8,10474.0
39.13,0.99,105160.0
125.13,0.91,10557.0
192.06,0.68,10599.0
246.13,0.57,10640.0
286.56,0.47,10681.0
327.5,0.52,10723.0
11.94,0.57,107651.0
58.94,0.53,108070.0
100.94,0.62,10848.0
155.81,0.79,10890.0
222.19,0.77,10932.0
281.0,0.74,10973.0
339.81,0.69,11014.0
34.44,0.52,110563.0
80.25,0.67,110977.0
134.56,0.58,11139.0
180.38,0.44,11180.0
218.06,0.52,11222.0
260.0,0.53,11263.0
303.31,0.45,11305.0
342.0,-8.47,1134.0
35.44,0.68,113881.0
91.31,0.62,114296.0
137.94,0.63,11471.0
195.19,0.77,11512.0
257.38,0.76,11554.0
316.56,0.7,11595.0
15.69,0.74,116371.0
75.38,0.73,116787.0
131.75,0.55,11720.0
174.56,0.46,11761.0
211.06,0.4,11803.0
242.94,0.39,11844.0
276.75,0.44,11886.0
310.5,0.35,11927.0
335.19,0.12,11969.0
338.19,-0.14,1201.0
322.19,-0.32,1205.0
292.63,-0.41,1209.0
263.31,-0.29,1213.0
236.94,-0.48,1217.0
196.56,-0.43,1221.0
162.38,-0.45,1226.0
130.0,-0.23,1230.0
119.63,-0.03,1234.0
115.31,-0.16,1238.0
101.88,-0.09,1242.0
93.88,-0.28,12467.0
68.31,-0.3,12509.0
46.19,-0.2,12550.0
29.5,-0.33,12592.0
3.63,-0.24,126337.0
346.5,-0.2,1267.0
328.25,-0.3,1271.0
304.25,-0.22,1275.0
287.0,-0.27,1279.0
262.44,-0.31,1284.0
239.5,-0.19,1288.0
222.88,-0.32,1292.0
189.75,-0.5,1296.0
151.0,-0.41,1300.0
